,nombre_completo_censo,año,ADM0NAME,ADM1NAME,ADM2NAME,poblacion,hombre,mujer,nacio_aqui,indigena,Afrodescendiente,discapacitado,alfabeto_si,alfabeto_no,alfabeto_si_15_o_mas,alfabeto_no_15_o_mas,sin_escolaridad_o_preescolar,primaria,secundaria,terciaria,posgrado,Ocupado,desocupado,inactivo,cantidad_de_viviendas,casa_o_departamento,viviendas_sin_bano,viviendas_sin_celular,viviendas_sin_agua_por_caneria_dentro_de_la_vivienda,viviendas_sin_electricidad,vivirendas_sin_alcantarillado,viviendas_sin_servicio_de_basura,viviendas_sin_internet,personas_en_casa_o_depto,personas_sin_cel,personas_sin_agua_por_caneria,personas_sin_alcantarillado,personas_sin_bano,personas_sin_electricidad,personas_sin_internet,personas_sin_servicio_basura,urb_poblacion,urb_hombre,urb_mujer,urb_nacio_aqui,urb_indigena,urb_Afrodescendiente,urb_discapacitado,urb_alfabeto_si,urb_alfabeto_no,urb_alfabeto_si_15_o_mas,urb_alfabeto_no_15_o_mas,urb_sin_escolaridad_o_preescolar,urb_primaria,urb_secundaria,urb_terciaria,urb_posgrado,urb_Ocupado,urb_desocupado,urb_inactivo,urb_cantidad_de_viviendas,urb_casa_o_departamento,urb_viviendas_sin_bano,urb_viviendas_sin_celular,urb_viviendas_sin_agua_por_caneria_dentro_de_la_vivienda,urb_viviendas_sin_electricidad,urb_vivirendas_sin_alcantarillado,urb_viviendas_sin_servicio_de_basura,urb_viviendas_sin_internet,urb_personas_en_casa_o_depto,urb_personas_sin_cel,urb_personas_sin_agua_por_caneria,urb_personas_sin_alcantarillado,urb_personas_sin_bano,urb_personas_sin_electricidad,urb_personas_sin_internet,urb_personas_sin_servicio_basura,Ciudad_norm_x,Estado_norm_x,estado_censo,estado_gdf,similitud_estado,indice,Estado_censo,nombre_censo,nombre_gdf,similitud,DPA_CANTON,DPA_DESCAN,DPA_VALOR,DPA_ANIO,DPA_PROVIN,DPA_DESPRO,SUPERFICIE,Ciudad_norm_y,Estado_norm_y,index_right,limraisg,area_sig_h,shape_Leng,shape_Area,Amazonas
127,PORTOVIEJO_MANABI,2010,Ecuador,MANABI,PORTOVIEJO,280029,137969,142060,222581,461,14743,16536,235516,18802,182936,13029,16466,104343,75022,50654,3213,100416,9077,144825,81890,69090,2261,16399,35311,2944,35043,14793,62923,238910,55760,140619,138268,5350,10233,242893,58182,206682,100506,106176,165387,419,12551,11516,176727,11359,138255,7535,9874,66256,59197,46603,3104,76363,7604,104119,59095,52078,1056,10214,20074,1834,16600,4201,44489,183512,34650,80610,65873,2263,6626,171481,16459.0,portoviejo,manabi,manabi,manabi,100,0,manabi,portoviejo,portoviejo,100,,,,,,,,,,,,,,,False
128,BOLIVAR_MANABI,2010,Ecuador,MANABI,BOLIVAR,40735,20814,19921,30695,38,1771,2821,32915,3916,25099,2696,3046,20028,8866,3878,173,12521,861,23449,11329,8625,344,3344,6069,865,6263,4626,9295,30637,12520,25475,26193,733,3193,38304,19446,17632,8615,9017,12769,9,1409,1220,14955,1094,11486,693,814,6912,5048,2858,156,5917,529,9603,4931,4322,93,1268,1657,142,1170,158,4048,15419,4629,6857,4784,174,454,16373,611.0,bolivar,manabi,manabi,manabi,100,1,manabi,bolivar,bolivar,100,,,,,,,,,,,,,,,False
129,CHONE_MANABI,2010,Ecuador,MANABI,CHONE,126491,63283,63208,104340,133,8142,7763,100464,13253,75553,9378,12167,55343,27989,14145,634,42363,2829,68525,35938,26971,2280,9257,18869,3902,22978,14580,29431,96158,35602,79196,95888,6953,15874,120488,60986,52810,25158,27652,46862,76,4496,3481,44778,3331,34539,2300,3318,16946,15500,10849,558,19363,1850,26896,14468,13127,350,3106,3595,523,5686,332,12055,47804,11513,14980,23440,727,2032,48061,1301.0,chone,manabi,manabi,manabi,100,2,manabi,chone,chone,100,,,,,,,,,,,,,,,False
130,EL CARMEN_MANABI,2010,Ecuador,MANABI,EL CARMEN,89021,45517,43504,48046,125,5377,4646,69764,9370,51376,6289,7897,43152,19607,5987,291,31233,1364,46537,24958,18945,737,4278,13104,2144,17406,8864,20296,68481,16399,55929,73929,1728,8589,84545,37122,46358,22833,23525,26320,88,3532,2614,37173,4193,27587,2763,3662,19520,12201,4764,258,16803,1021,23542,12331,10095,204,2035,4228,426,7343,603,10318,38117,8027,18515,31609,471,1776,42776,2546.0,el carmen,manabi,manabi,manabi,100,3,manabi,el carmen,el carmen,100,,,,,,,,,,,,,,,False
131,FLAVIO ALFARO_MANABI,2010,Ecuador,MANABI,FLAVIO ALFARO,25004,12909,12095,16568,12,972,1485,19130,3095,14142,2081,2970,12832,4532,1073,28,8369,345,13511,7361,5264,438,1622,4853,1278,5419,3970,5856,17943,6234,20402,22775,1286,5258,24340,16918,6197,2935,3262,4309,2,537,413,5004,583,3731,404,602,2637,1634,594,20,2166,101,3320,1842,1586,36,363,914,48,998,72,1487,5347,1308,3636,4012,70,189,5842,295.0,flavio alfaro,manabi,manabi,manabi,100,4,manabi,flavio alfaro,flavio alfaro,100,,,,,,,,,,,,,,,False
132,JIPIJAPA_MANABI,2010,Ecuador,MANABI,JIPIJAPA,71083,36071,35012,60683,90,3723,4498,56695,7739,43721,6249,7042,29652,17162,8459,486,22894,2175,39365,23158,16554,1265,7990,12231,2143,11158,7184,18511,53823,25670,45218,39454,2803,6211,67738,25314,40232,19611,20621,34655,78,2879,2200,33840,2655,26342,1987,2449,13038,12316,7650,472,13287,1735,21473,11396,9158,481,3569,4636,802,2488,676,9653,33308,12342,18590,9124,1020,2425,37194,2380.0,jipijapa,manabi,manabi,manabi,100,5,manabi,jipijapa,jipijapa,100,,,,,,,,,,,,,,,False
133,JUNIN_MANABI,2010,Ecuador,MANABI,JUNIN,18942,9750,9192,13912,5,1020,1098,15169,2018,11603,1536,1730,9575,4124,1346,28,5890,399,10898,5563,4268,230,1755,3419,476,3777,2053,4664,14564,6317,13747,15139,596,1642,18397,8231,5400,2684,2716,3783,2,382,339,4596,350,3642,248,310,1937,1761,849,25,1775,174,2997,1572,1402,46,401,524,82,444,67,1303,4789,1388,2162,1782,108,280,5019,251.0,junin,manabi,manabi,manabi,100,6,manabi,junin,junin,100,,,,,,,,,,,,,,,False
134,MANTA_MANABI,2010,Ecuador,MANABI,MANTA,226477,111403,115074,146455,479,17613,11401,191078,13206,148525,8445,10983,86080,64308,38409,2030,83717,7022,113545,67559,60389,1088,10196,21176,1650,20315,1187,49880,204385,35551,86876,83280,2254,5977,193196,4857,217553,106871,110682,138565,460,16919,10979,184461,11848,143602,7413,9818,80575,63322,38225,2027,81035,6868,108406,64571,57939,873,9167,19137,1521,18048,1054,47574,196649,32008,78859,74402,1662,5603,184430,4350.0,manta,manabi,manabi,manabi,100,7,manabi,manta,manta,100,,,,,,,,,,,,,,,False
135,MONTECRISTI_MANABI,2010,Ecuador,MANABI,MONTECRISTI,70294,35304,34990,37374,74,6689,3954,56522,6091,42526,4230,5486,32323,16936,6187,243,22994,2134,37485,21201,17951,1104,5470,13979,1290,14336,3842,17325,60561,18968,55662,56973,2772,4327,66576,14866,46312,22931,23381,19951,62,4246,2476,37965,3188,28435,1984,2760,19726,12638,5045,217,15955,1512,23686,13634,11398,427,2567,8576,695,8176,1778,11027,39209,9101,34674,33155,921,2499,43092,7152.0,montecristi,manabi,manabi,manabi,100,8,manabi,montecristi,montecristi,100,,,,,,,,,,,,,,,False
136,PAJAN_MANABI,2010,Ecuador,MANABI,PAJAN,37073,19529,17544,30450,25,785,2155,26125,6807,19438,5443,5987,18830,5889,1230,47,12044,618,20270,12188,7598,847,4077,8446,1890,8565,7499,10022,22653,12880,30858,31251,2067,5636,36072,27379,6977,3505,3472,5476,5,264,373,5579,661,4347,525,692,2655,2023,749,33,2378,198,3664,2270,1853,77,651,979,177,435,133,1900,5725,2006,3544,1536,149,496,6640,411.0,pajan,manabi,manabi,manabi,100,9,manabi,pajan,pajan,100,,,,,,,,,,,,,,,False
137,PICHINCHA_MANABI,2010,Ecuador,MANABI,PICHINCHA,30244,15673,14571,20803,25,645,1670,21314,5235,15317,3559,4129,17146,3766,677,21,9052,372,17125,8214,5091,674,2082,5678,1716,6854,5073,6753,18596,8355,25132,29980,2359,7380,29437,22461,3834,1890,1944,2252,10,221,217,3143,284,2387,183,236,1656,1129,378,11,1328,104,1995,1058,959,24,171,260,21,893,47,854,3510,639,1187,3683,63,72,3483,213.0,pichincha,manabi,manabi,manabi,100,10,manabi,pichincha,pichincha,100,,,,,,,,,,,,,,,False
138,ROCAFUERTE_MANABI,2010,Ecuador,MANABI,ROCAFUERTE,33469,16922,16547,24832,17,1036,2152,27546,2640,21424,1944,2208,16137,7849,3212,103,11597,594,17995,10049,7870,590,3028,5225,536,7218,3286,8570,27009,10074,19633,27307,1360,1549,32164,12334,9204,4523,4681,6750,4,414,611,7963,439,6426,299,391,2991,2866,1876,74,3450,263,4689,2601,2262,68,626,649,79,829,90,2158,8170,2145,2553,3249,135,224,8430,342.0,rocafuerte,manabi,manabi,manabi,100,11,manabi,rocafuerte,rocafuerte,100,,,,,,,,,,,,,,,False
139,SANTA ANA_MANABI,2010,Ecuador,MANABI,SANTA ANA,47385,24093,23292,35389,24,1837,3050,35327,7225,26132,5596,5972,24064,8503,2566,101,14479,869,27204,13603,9532,481,4378,7860,586,9737,6826,11118,32873,16774,33476,40920,1200,2034,46196,29116,9681,4705,4976,6848,3,761,587,8177,678,6384,506,616,3910,2640,1525,83,3428,362,5065,2648,2392,74,549,621,40,907,142,2193,8751,1927,2667,3766,150,122,8876,620.0,santa ana,manabi,manabi,manabi,100,12,manabi,santa ana,santa ana,100,,,,,,,,,,,,,,,False
140,SUCRE_MANABI,2010,Ecuador,MANABI,SUCRE,57159,28942,28217,40677,71,3985,3714,46205,5511,35449,3982,4875,25496,14698,5191,250,19169,1749,30798,18683,15459,1258,5676,9901,1357,10992,3958,14557,47666,19361,37848,41620,3812,4683,53695,15228,20921,10422,10499,15278,46,1708,1237,17891,1361,13975,933,1233,7246,6828,3203,187,7879,884,10489,6431,5686,180,1487,2689,288,1726,160,4988,18300,5118,10646,6733,473,1013,18476,578.0,sucre,manabi,manabi,manabi,100,13,manabi,sucre,sucre,100,,,,,,,,,,,,,,,False
141,TOSAGUA_MANABI,2010,Ecuador,MANABI,TOSAGUA,38341,19527,18814,24959,42,2098,2507,30618,4010,23074,3026,3417,19361,8320,2776,82,11813,881,21934,10661,7140,1153,3348,6646,893,9314,5512,9275,25997,12107,27002,37669,3325,2999,37145,22493,10751,5336,5415,6358,5,1259,844,9142,626,7003,434,550,4009,3435,1572,64,3635,407,5726,2981,2400,163,735,998,114,2576,194,2555,8742,2636,4056,10397,369,398,10106,733.0,tosagua,manabi,manabi,manabi,100,14,manabi,tosagua,tosagua,100,,,,,,,,,,,,,,,False
142,24 DE MAYO_MANABI,2010,Ecuador,MANABI,24 DE MAYO,28846,14901,13945,22259,14,925,2138,21134,4773,15539,3895,4234,14692,4913,1261,34,8331,359,17217,9069,5564,455,2747,6316,651,6676,5233,7389,18015,8980,24460,25656,958,1960,28217,20164,4799,2389,2410,3340,3,296,389,3996,388,3160,299,341,1716,1525,734,20,1632,160,2592,1430,1115,37,335,724,62,537,95,1191,3725,1068,2770,1998,66,189,4493,357.0,24 mayo,manabi,manabi,manabi,100,15,manabi,24 mayo,24 mayo,100,,,,,,,,,,,,,,,False
143,PEDERNALES_MANABI,2010,Ecuador,MANABI,PEDERNALES,55128,28420,26708,38712,183,4360,3013,38975,8863,26995,5562,7599,27262,9360,2123,79,16593,1335,29910,14275,9621,1807,3947,9543,2750,10422,4888,11577,37421,17617,44723,48793,7751,13030,52857,23249,21910,10906,11004,13939,135,2465,1152,16956,2336,12083,1448,2097,9128,5781,1621,69,7530,689,11073,5498,4356,253,1195,3322,205,3446,180,4645,17628,4989,15181,15780,854,914,20194,787.0,pedernales,manabi,manabi,manabi,100,16,manabi,pedernales,pedernales,100,,,,,,,,,,,,,,,False
144,OLMEDO_MANABI,2010,Ecuador,MANABI,OLMEDO,9844,5083,4761,7233,8,331,695,7080,1722,5112,1330,1513,4946,1692,340,5,3035,132,5635,3018,1720,256,707,2119,305,2476,1693,2489,5555,2407,8294,9645,766,1127,9619,6678,2115,1039,1076,1388,1,174,152,1694,240,1280,179,219,839,630,192,3,737,59,1138,699,623,12,113,387,24,540,42,562,1899,304,1439,1972,35,84,1993,138.0,olmedo,manabi,manabi,manabi,100,17,manabi,olmedo,olmedo,100,,,,,,,,,,,,,,,False
145,PUERTO LOPEZ_MANABI,2010,Ecuador,MANABI,PUERTO LOPEZ,20451,10564,9887,12896,538,1208,1039,15776,2154,11677,1632,1916,9482,4880,1367,55,6334,536,11060,6134,5078,472,1313,3824,459,4997,314,4924,17281,4424,15541,20185,1246,1539,19297,1154,9870,5085,4785,6164,16,605,478,7830,853,5858,612,734,4231,2701,866,35,3260,271,5152,2860,2316,214,589,1624,186,2389,59,2329,8172,2016,6663,9690,530,607,9132,206.0,puerto lopez,manabi,manabi,manabi,100,18,manabi,puerto lopez,puerto lopez,100,,,,,,,,,,,,,,,False
146,JAMA_MANABI,2010,Ecuador,MANABI,JAMA,23253,11850,11403,18159,46,1056,796,17956,2605,13211,1616,2154,10591,5334,1613,39,6745,405,13411,4096,3205,399,1560,2609,506,3394,1102,3725,18186,9556,16329,20693,2026,3100,22425,7536,6090,3055,3035,4344,7,521,261,4996,456,3874,274,409,2315,1739,784,33,1985,153,3314,1301,1206,47,356,589,43,935,13,1202,5725,1510,2759,4402,146,164,5667,63.0,jama,manabi,manabi,manabi,100,19,manabi,jama,jama,100,,,,,,,,,,,,,,,False
147,JARAMIJO_MANABI,2010,Ecuador,MANABI,JARAMIJO,18486,9511,8975,11319,15,2363,1168,14450,1778,10532,1131,1405,10176,3301,972,33,5422,510,10296,5107,4189,279,1687,2529,327,3085,519,4385,15460,6311,10546,12770,798,1138,17434,2056,17208,8735,8473,10998,12,2186,1130,13378,1721,9691,1097,1366,9627,2934,802,30,4894,485,9720,4755,3858,279,1611,2468,315,2908,436,4211,14479,6029,10303,12045,798,1103,16750,1711.0,jaramijo,manabi,manabi,manabi,100,20,manabi,jaramijo,jaramijo,100,,,,,,,,,,,,,,,False
148,SAN VICENTE_MANABI,2010,Ecuador,MANABI,SAN VICENTE,22025,11264,10761,13735,31,1581,1284,17123,2604,12868,1864,2357,10232,5270,1482,79,7423,665,11639,6862,4920,518,2489,4067,606,4978,1894,5571,16044,9067,15941,19362,1470,2224,21139,7457,9819,4813,5006,5754,22,911,630,8035,848,6136,606,817,3826,3068,997,53,3520,383,4980,3043,2649,145,914,1434,187,1916,76,2515,8572,3157,5532,7354,382,657,9282,297.0,san vicente,manabi,manabi,manabi,100,21,manabi,san vicente,san vicente,100,,,,,,,,,,,,,,,False
149,MORONA_MORONA SANTIAGO,2010,Ecuador,MORONA SANTIAGO,MORONA,41155,20611,20544,23697,16234,640,1963,32540,3031,23684,1291,1963,18194,9638,4790,342,15980,603,18988,12637,9454,1860,3099,4322,1252,5046,3300,9126,31320,13306,19982,23625,8680,5859,37832,15828,18984,9535,9449,9078,1878,518,934,16061,868,12534,350,675,6759,5480,3774,294,8495,384,8050,6084,4731,50,708,862,47,835,238,4486,15311,2233,3250,3479,126,167,16157,992.0,morona,morona santiago,morona santiago,morona santiago,100,0,morona santiago,morona,morona,100,1401,MORONA,0.0,2001,14,MORONA SANTIAGO,5091.67438438,morona,morona santiago,0.0,1.0,846654806.58,215.60126354,692.668742221,True
150,GUALAQUIZA_MORONA SANTIAGO,2010,Ecuador,MORONA SANTIAGO,GUALAQUIZA,17162,8697,8465,11191,4637,333,790,13584,1325,9739,598,953,8465,4051,1227,64,6681,136,8092,6346,4806,1208,1509,1950,569,2111,1919,3742,13471,6006,8638,9392,5338,2347,15266,8501,7232,3656,3576,4024,283,267,295,6063,398,4633,159,290,2955,2264,903,56,3261,94,3106,2276,1844,28,267,249,34,229,65,1559,5907,832,998,941,83,131,5699,250.0,gualaquiza,morona santiago,morona santiago,morona santiago,100,1,morona santiago,gualaquiza,gualaquiza,100,,,,,,,,,,,,,,,False
151,LIMON INDANZA_MORONA SANTIAGO,2010,Ecuador,MORONA SANTIAGO,LIMON INDANZA,9722,4812,4910,6576,2387,157,521,7551,836,5330,424,530,4939,2079,656,36,3948,57,4382,3915,3307,780,878,1287,270,1379,1077,2344,8359,3402,5466,5942,3323,1122,9369,4654,3523,1689,1834,2291,181,59,177,2928,205,2153,106,140,1501,993,457,31,1435,31,1667,1119,1004,8,174,162,4,220,53,904,3255,544,645,943,16,12,3340,200.0,limon indanza,morona santiago,morona santiago,morona santiago,100,2,morona santiago,limon indanza,limonindanza,96,1403,LIMON-INDANZA,0.0,2001,14,MORONA SANTIAGO,2105.15233108,limonindanza,morona santiago,0.0,1.0,846654806.58,215.60126354,692.668742221,True
152,PALORA_MORONA SANTIAGO,2010,Ecuador,MORONA SANTIAGO,PALORA,6936,3546,3390,3474,2424,116,361,5412,614,3835,327,407,3305,1632,553,36,2570,86,3370,2330,1930,333,757,801,189,987,680,1592,6007,3028,3462,4353,1432,771,6523,2921,3152,1549,1603,1398,261,80,163,2626,202,1941,102,136,1322,894,422,32,1282,57,1489,958,849,25,248,164,8,197,71,736,2897,852,659,875,108,36,2809,281.0,palora,morona santiago,morona santiago,morona santiago,100,3,morona santiago,palora,palora,100,1404,PALORA,0.0,2001,14,MORONA SANTIAGO,1452.14011646,palora,morona santiago,0.0,1.0,846654806.58,215.60126354,692.668742221,True
153,SANTIAGO_MORONA SANTIAGO,2010,Ecuador,MORONA SANTIAGO,SANTIAGO,9295,4859,4436,5403,3458,162,562,7345,725,5303,324,469,4531,2293,661,46,3840,97,4133,3224,2779,596,665,989,267,1022,715,2133,8098,2632,4556,4621,2814,1175,8703,3255,2277,1114,1163,1311,195,96,128,1916,135,1473,53,97,873,723,331,32,970,26,1055,786,682,7,90,51,3,61,18,580,2040,280,191,247,22,9,2077,67.0,santiago,morona santiago,morona santiago,morona santiago,100,4,morona santiago,santiago,santiago,100,1405,SANTIAGO,0.0,2001,14,MORONA SANTIAGO,1710.52596439,santiago,morona santiago,0.0,1.0,846654806.58,215.60126354,692.668742221,True
154,SUCUA_MORONA SANTIAGO,2010,Ecuador,MORONA SANTIAGO,SUCUA,18318,8972,9346,11178,6380,215,787,14465,1413,10370,600,871,9303,3947,1348,128,6732,160,8986,5746,4790,876,1225,1786,543,2316,1526,4071,15888,5103,8436,10948,4207,2515,17355,7461,7805,3778,4027,4097,886,148,387,6543,405,4944,180,249,3474,2071,1053,107,3123,91,3734,2422,2137,35,321,327,19,369,127,1839,7029,1043,1273,1591,123,99,6982,557.0,sucua,morona santiago,morona santiago,morona santiago,100,5,morona santiago,sucua,sucua,100,1406,SUCUA,0.0,2001,14,MORONA SANTIAGO,1014.49189357,sucua,morona santiago,0.0,1.0,846654806.58,215.60126354,692.668742221,True
155,HUAMBOYA_MORONA SANTIAGO,2010,Ecuador,MORONA SANTIAGO,HUAMBOYA,8466,4316,4150,6855,7014,23,373,6047,847,3961,301,439,4337,1506,378,6,2822,60,4012,2071,1275,821,835,1375,451,1471,1299,1592,5106,4380,7416,7871,4322,2338,8284,6997,900,479,421,383,76,14,58,737,67,543,23,56,361,273,105,1,376,17,411,275,238,6,32,100,6,86,15,219,797,111,405,367,18,17,864,59.0,huamboya,morona santiago,morona santiago,morona santiago,100,6,morona santiago,huamboya,huamboya,100,1407,HUAMBOYA,0.0,2001,14,MORONA SANTIAGO,667.974066354,huamboya,morona santiago,0.0,1.0,846654806.58,215.60126354,692.668742221,True
156,SAN JUAN BOSCO_MORONA SANTIAGO,2010,Ecuador,MORONA SANTIAGO,SAN JUAN BOSCO,3908,1975,1933,2084,984,63,191,3022,354,2079,159,247,1946,848,232,15,1623,22,1731,1461,1135,337,376,444,232,489,394,879,3056,1522,1958,2119,1290,960,3634,1779,1390,685,705,632,50,38,82,1155,101,845,47,87,552,437,174,14,607,15,634,416,362,15,41,41,5,26,7,303,1220,127,168,112,56,10,1160,28.0,san juan bosco,morona santiago,morona santiago,morona santiago,100,7,morona santiago,san juan bosco,san juan bosco,100,1408,SAN JUAN BOSCO,0.0,2001,14,MORONA SANTIAGO,1054.12698248,san juan bosco,morona santiago,0.0,1.0,846654806.58,215.60126354,692.668742221,True
157,TAISHA_MORONA SANTIAGO,2010,Ecuador,MORONA SANTIAGO,TAISHA,18437,9368,9069,15790,17671,12,644,12307,2384,8015,1116,1553,8660,2869,498,6,6381,146,8164,4297,1328,2406,3404,3317,2574,3384,3288,3497,4705,17625,17420,17766,12106,13572,18049,17396,1036,641,395,447,462,7,23,874,41,697,19,35,321,395,107,2,523,18,374,313,266,39,204,129,23,120,37,224,682,694,460,456,122,94,759,157.0,taisha,morona santiago,morona santiago,morona santiago,100,8,morona santiago,taisha,taisha,100,1409,TAISHA,0.0,2001,14,MORONA SANTIAGO,6170.24600989,taisha,morona santiago,0.0,1.0,846654806.58,215.60126354,692.668742221,True
158,LOGROÑO_MORONA SANTIAGO,2010,Ecuador,MORONA SANTIAGO,LOGROÑO,5723,2873,2850,4269,4112,29,256,4296,509,2866,183,301,2972,1213,231,8,2034,37,2734,1712,1237,364,621,850,423,874,583,1162,4112,3163,4381,4555,1755,2186,5640,3010,1482,764,718,565,142,27,113,1234,92,941,45,76,704,401,135,4,544,27,755,520,470,14,54,112,6,75,18,356,1371,175,469,342,63,32,1421,62.0,logrono,morona santiago,morona santiago,morona santiago,100,9,morona santiago,logrono,logrono,100,1410,LOGROÑO,0.0,2001,14,MORONA SANTIAGO,1189.93422542,logrono,morona santiago,0.0,1.0,846654806.58,215.60126354,692.668742221,True
159,PABLO VI_MORONA SANTIAGO,2010,Ecuador,MORONA SANTIAGO,PABLO VI,1823,941,882,646,883,28,76,1323,199,928,84,117,829,359,153,9,736,16,770,591,497,91,169,249,99,261,156,415,1529,753,1170,1229,405,444,1800,782,716,370,346,269,81,25,43,588,42,439,20,34,275,193,127,9,313,14,303,293,285,6,25,50,9,46,7,186,711,77,209,186,29,35,704,28.0,pablo vi,morona santiago,morona santiago,morona santiago,100,10,morona santiago,pablo vi,pablo vi,100,1411,PABLO VI,0.0,2001,14,MORONA SANTIAGO,1388.89521477,pablo vi,morona santiago,0.0,1.0,846654806.58,215.60126354,692.668742221,True
160,TENA_NAPO,2010,Ecuador,NAPO,TENA,60880,30943,29937,42069,35750,983,2882,48774,3937,35036,1778,2830,26176,16423,6250,395,23558,968,28185,16343,10956,3190,3959,7138,1718,7378,4756,11709,42410,19409,36889,39363,16889,8904,54438,26099,23307,11602,11705,12355,6084,775,896,20017,932,15525,376,827,7367,7712,4603,338,10150,509,10290,7389,4998,104,908,1518,67,1043,188,4952,17108,3173,5963,4530,350,291,17924,870.0,tena,napo,napo,napo,100,0,napo,tena,tena,100,1501,TENA,0.0,2001,15,NAPO,3921.16124765,tena,napo,0.0,1.0,846654806.58,215.60126354,692.668742221,True
161,ARCHIDONA_NAPO,2010,Ecuador,NAPO,ARCHIDONA,24969,12633,12336,20383,20058,169,1543,19057,2402,13168,1441,1971,11058,6283,1685,83,8608,408,12443,6289,4835,1025,2234,3478,865,3721,2686,4641,20105,11068,18419,19791,4838,4164,23261,14399,5478,2662,2816,3379,2189,115,297,4629,283,3500,171,304,1687,1849,985,62,2275,126,2511,1475,1158,31,239,357,63,265,49,1057,4403,906,1620,1271,95,263,4265,236.0,archidona,napo,napo,napo,100,1,napo,archidona,archidona,100,,,,,,,,,,,,,,,False
162,EL CHACO_NAPO,2010,Ecuador,NAPO,EL CHACO,7960,4128,3832,3295,920,240,421,6445,641,4762,369,471,3578,2239,686,15,3358,132,3596,3132,2370,98,402,905,93,605,191,1858,6897,1394,3532,2367,278,246,7266,613,4026,2005,2021,1676,100,151,187,3337,251,2483,130,183,1658,1253,463,10,1718,78,1792,1330,1087,10,128,317,5,105,14,919,3484,390,1198,447,10,13,3485,33.0,el chaco,napo,napo,napo,100,2,napo,el chaco,el chaco,100,,,,,,,,,,,,,,,False
163,QUIJOS_NAPO,2010,Ecuador,NAPO,QUIJOS,6224,3136,3088,2171,406,250,302,5201,414,4072,204,311,2638,1710,889,68,3010,87,2518,2113,1772,71,220,642,50,520,116,1359,5416,610,2422,2036,194,153,4908,351,1691,836,855,670,70,52,79,1424,103,1088,50,81,630,551,256,16,775,28,724,530,480,6,58,82,0,21,6,364,1551,175,325,79,15,0,1304,18.0,quijos,napo,napo,napo,100,3,napo,quijos,quijos,100,,,,,,,,,,,,,,,False
164,CARLOS JULIO AROSEMENA_NAPO,2010,Ecuador,NAPO,CARLOS JULIO AROSEMENA,3664,1934,1730,1736,1711,42,166,2885,317,2013,179,252,1721,932,230,12,1466,44,1692,1099,854,230,284,499,98,460,310,778,2840,1275,2336,2235,1165,481,3473,1532,931,477,454,312,300,18,45,776,65,590,39,69,380,250,127,11,408,18,415,288,236,13,57,112,9,44,12,220,769,179,425,177,57,34,820,40.0,carlos julio arosemena,napo,napo,napo,100,4,napo,carlos julio arosemena,carlos julio arosemena tola,90,1509,CARLOS JULIO AROSEMENA TOLA,0.0,2001,15,NAPO,502.407491751,carlos julio arosemena tola,napo,0.0,1.0,846654806.58,215.60126354,692.668742221,True
165,PASTAZA_PASTAZA,2010,Ecuador,PASTAZA,PASTAZA,62016,30923,31093,33444,21841,973,2668,48957,5250,36122,2746,3984,25486,16001,7822,523,23900,914,29393,19367,13731,2761,4531,7134,2430,7199,5039,13665,44607,19929,32334,33262,13180,12285,55535,24350,33557,16361,17196,16224,4618,758,1505,28556,1547,22247,706,1205,11556,10527,6462,478,14214,651,15238,10799,8423,120,1303,2064,76,1789,325,7819,27672,4127,7797,7330,250,283,28091,1391.0,pastaza,pastaza,pastaza,pastaza,100,0,pastaza,pastaza,pastaza,100,1601,PASTAZA,0.0,2001,16,PASTAZA,19933.0098523,pastaza,pastaza,0.0,1.0,846654806.58,215.60126354,692.668742221,True
166,MERA_PASTAZA,2010,Ecuador,PASTAZA,MERA,11861,6079,5782,4496,3653,206,459,9790,719,7304,347,501,4473,3715,1636,123,4801,200,5508,3741,2865,267,732,1001,222,1026,521,2467,9029,2647,4283,4368,1131,975,9562,2305,768,379,389,279,69,21,41,660,33,540,15,32,298,222,138,12,358,15,320,288,236,2,70,36,3,32,3,188,654,200,116,119,2,7,633,8.0,mera,pastaza,pastaza,pastaza,100,1,pastaza,mera,mera,100,1602,MERA,0.0,2001,16,PASTAZA,527.891985165,mera,pastaza,0.0,1.0,846654806.58,215.60126354,692.668742221,True
167,SANTA CLARA_PASTAZA,2010,Ecuador,PASTAZA,SANTA CLARA,3565,1856,1709,1628,1758,48,164,2893,259,2025,154,214,1750,842,315,7,1326,45,1781,1176,1000,142,284,528,132,446,263,766,3188,1218,2560,2138,666,675,3453,1251,1312,658,654,526,519,20,63,1111,80,791,48,62,535,386,201,4,501,24,666,438,377,14,95,117,16,50,8,303,1193,407,562,258,84,81,1251,33.0,santa clara,pastaza,pastaza,pastaza,100,2,pastaza,santa clara,santa clara,100,1603,SANTA CLARA,0.0,2001,16,PASTAZA,313.601279578,santa clara,pastaza,0.0,1.0,846654806.58,215.60126354,692.668742221,True
