,nombre_completo_censo,año,ADM0NAME,ADM1NAME,ADM2NAME,poblacion,hombre,mujer,nacio_aqui,indigena,Afrodescendiente,discapacitado,alfabeto_si,alfabeto_no,alfabeto_si_15_o_mas,alfabeto_no_15_o_mas,sin_escolaridad_o_preescolar,primaria,secundaria,terciaria,posgrado,Ocupado,desocupado,inactivo,cantidad_de_viviendas,casa_o_departamento,viviendas_sin_bano,viviendas_sin_celular,viviendas_sin_agua_por_caneria_dentro_de_la_vivienda,viviendas_sin_electricidad,vivirendas_sin_alcantarillado,viviendas_sin_servicio_de_basura,viviendas_sin_internet,personas_en_casa_o_depto,personas_sin_cel,personas_sin_agua_por_caneria,personas_sin_alcantarillado,personas_sin_bano,personas_sin_electricidad,personas_sin_internet,personas_sin_servicio_basura,urb_poblacion,urb_hombre,urb_mujer,urb_nacio_aqui,urb_indigena,urb_Afrodescendiente,urb_discapacitado,urb_alfabeto_si,urb_alfabeto_no,urb_alfabeto_si_15_o_mas,urb_alfabeto_no_15_o_mas,urb_sin_escolaridad_o_preescolar,urb_primaria,urb_secundaria,urb_terciaria,urb_posgrado,urb_Ocupado,urb_desocupado,urb_inactivo,urb_cantidad_de_viviendas,urb_casa_o_departamento,urb_viviendas_sin_bano,urb_viviendas_sin_celular,urb_viviendas_sin_agua_por_caneria_dentro_de_la_vivienda,urb_viviendas_sin_electricidad,urb_vivirendas_sin_alcantarillado,urb_viviendas_sin_servicio_de_basura,urb_viviendas_sin_internet,urb_personas_en_casa_o_depto,urb_personas_sin_cel,urb_personas_sin_agua_por_caneria,urb_personas_sin_alcantarillado,urb_personas_sin_bano,urb_personas_sin_electricidad,urb_personas_sin_internet,urb_personas_sin_servicio_basura,Ciudad_norm_x,Estado_norm_x,estado_censo,estado_gdf,similitud_estado,indice,Estado_censo,nombre_censo,nombre_gdf,similitud,estado,ciudad,latitud,longitud,detalles,Ciudad_norm_y,Estado_norm_y,index_right,limraisg,area_sig_h,shape_Leng,shape_Area,Amazonas
1022,VALLE DEL CAUCA-LA UNION,2018,Colombia,VALLE DEL CAUCA,LA UNION,29388,13847,15541,,82,214,4241,25836,1661,22185,1201,1769,10063,12383,2952,271,12262,801,12365,11588,11138,20,,,77,820,759,8069,28544,,1372,2514,42,203,23803,2335,24441,11336,13105,,78,176,3492,21592,1277,18558,907,1386,7968,10496,2725,244,10331,704,10126,9282,8861,12,,,45,113,64,6551,23645,,203,307,24,125,19051,177.0,la union,valle del cauca,valle del cauca,valle del cauca,100,23,valle del cauca,la union,la union,100,,,,,,,,,,,,,False
1023,VALLE DEL CAUCA-LA VICTORIA,2018,Colombia,VALLE DEL CAUCA,LA VICTORIA,11058,5266,5792,,2,90,1224,9487,964,8301,759,801,3926,4508,1066,131,4433,366,4956,4642,4567,11,,,103,406,411,2897,10941,,1036,1223,32,309,8290,1215,8052,3742,4310,,0,82,985,6989,613,6142,479,513,2570,3472,917,113,3221,310,3574,3068,3007,5,,,12,45,26,1941,7956,,72,146,11,29,5519,82.0,la victoria,valle del cauca,valle del cauca,valle del cauca,100,24,valle del cauca,la victoria,la victoria,100,,,,,,,,,,,,,False
1024,VALLE DEL CAUCA-OBANDO,2018,Colombia,VALLE DEL CAUCA,OBANDO,10970,5433,5537,,207,343,2628,9339,927,7934,795,942,4199,4295,736,75,3956,325,5185,4327,4208,26,,,114,208,755,2976,10759,,602,599,61,310,8791,2193,8072,3905,4167,,56,252,1958,6907,651,5879,564,677,2876,3272,644,70,2878,271,3810,2869,2767,15,,,96,52,77,2049,7878,,216,148,23,270,6129,238.0,obando,valle del cauca,valle del cauca,valle del cauca,100,25,valle del cauca,obando,obando,100,,,,,,,,,,,,,False
1025,VALLE DEL CAUCA-PALMIRA,2018,Colombia,VALLE DEL CAUCA,PALMIRA,302642,144762,157880,,378,19802,13088,273703,9749,238440,6302,11986,76805,132010,57395,5029,122457,14796,123568,115355,108250,94,,,377,5719,2037,41642,287867,,5161,13849,202,878,109909,4542,237162,112429,124733,,285,12836,10942,214947,7061,188169,4341,8822,56859,102017,49467,4697,94245,11943,97989,88602,84708,42,,,112,230,158,26225,227055,,444,640,108,294,70822,390.0,palmira,valle del cauca,valle del cauca,valle del cauca,100,26,valle del cauca,palmira,palmira,100,,,,,,,,,,,,,False
1026,VALLE DEL CAUCA-PRADERA,2018,Colombia,VALLE DEL CAUCA,PRADERA,43552,20895,22657,,271,13945,4574,37206,3405,31322,2457,2852,13471,19147,4709,322,15545,1922,19848,14658,14346,39,,,398,1595,935,9393,42733,,2658,5072,101,1292,31897,2733,38484,18292,20192,,113,13348,3688,32864,2948,27652,2110,2471,11621,17003,4316,304,13673,1725,17480,12518,12275,23,,,232,204,95,7970,37807,,777,762,54,848,27461,326.0,pradera,valle del cauca,valle del cauca,valle del cauca,100,27,valle del cauca,pradera,pradera,100,,,,,,,,,,,,,False
1027,VALLE DEL CAUCA-RESTREPO,2018,Colombia,VALLE DEL CAUCA,RESTREPO,12816,6343,6473,,132,106,2050,11162,804,9423,646,815,4358,5719,977,87,5343,439,5208,5316,5068,8,,,31,1202,1038,3362,12322,,941,3610,26,78,10202,3133,8644,4180,4464,,12,96,1351,7601,453,6429,345,462,2704,4050,760,73,3688,321,3381,3250,3064,0,,,12,41,45,2074,8297,,33,109,0,28,6306,133.0,restrepo,valle del cauca,valle del cauca,valle del cauca,100,28,valle del cauca,restrepo,restrepo,100,,,,,,,,,,,,,False
1028,VALLE DEL CAUCA-RIOFRIO,2018,Colombia,VALLE DEL CAUCA,RIOFRIO,14045,7026,7019,,28,374,1277,11896,1207,10201,928,1079,5308,5537,1093,77,5486,348,6182,5648,5515,39,,,106,1446,1707,4282,13835,,2046,4132,87,231,12429,4821,6344,2982,3362,,17,336,394,5434,449,4674,333,380,1954,2738,758,48,2326,218,2855,2180,2143,0,,,9,16,14,1623,6271,,94,41,0,20,4952,39.0,riofrio,valle del cauca,valle del cauca,valle del cauca,100,29,valle del cauca,riofrio,riofrio,100,,,,,,,,,,,,,False
1029,VALLE DEL CAUCA-ROLDANILLO,2018,Colombia,VALLE DEL CAUCA,ROLDANILLO,31658,15047,16611,,115,173,2590,28200,1444,24340,1123,1703,9542,12982,4710,644,12761,780,13830,12937,12763,25,,,69,1585,1200,7035,31154,,1552,4939,85,215,20785,3780,23769,11020,12749,,23,157,1666,21273,940,18353,712,1154,6441,9875,4092,602,9619,616,10249,9362,9243,9,,,16,118,35,4638,23401,,125,370,21,34,13219,91.0,roldanillo,valle del cauca,valle del cauca,valle del cauca,100,30,valle del cauca,roldanillo,roldanillo,100,,,,,,,,,,,,,False
1030,VALLE DEL CAUCA-SAN PEDRO,2018,Colombia,VALLE DEL CAUCA,SAN PEDRO,15450,7631,7819,,40,65,1063,13582,828,11539,660,849,4883,6631,1888,136,5754,576,6892,5469,5372,8,,,102,740,525,3754,15232,,1143,2252,28,283,11996,1595,6950,3330,3620,,7,40,423,6172,320,5348,239,330,1825,3131,1103,88,2592,264,3138,2465,2411,2,,,4,19,8,1491,6819,,9,59,2,7,4666,23.0,san pedro,valle del cauca,valle del cauca,valle del cauca,100,31,valle del cauca,san pedro,san pedro,100,,,,,,,,,,,,,False
1031,VALLE DEL CAUCA-SEVILLA,2018,Colombia,VALLE DEL CAUCA,SEVILLA,36827,18192,18635,,402,186,4721,31892,2827,27491,2324,3042,13741,14407,3083,365,14214,1908,15993,14914,13575,57,,,196,2437,2779,9929,34669,,4031,6661,140,525,27589,7508,28457,13505,14952,,171,170,3633,24855,1969,21563,1607,2176,9716,11659,2841,360,10427,1788,12597,11092,10319,11,,,78,198,138,6912,27050,,385,588,28,234,19358,363.0,sevilla,valle del cauca,valle del cauca,valle del cauca,100,32,valle del cauca,sevilla,sevilla,100,,,,,,,,,,,,,False
1032,VALLE DEL CAUCA-TORO,2018,Colombia,VALLE DEL CAUCA,TORO,12091,5846,6245,,44,218,1186,10201,1159,8596,930,1189,4623,4832,627,76,4792,381,5188,5016,4835,16,,,98,1135,488,3467,11814,,1639,3536,24,247,10285,1489,8355,3913,4442,,31,158,801,7142,702,6033,566,771,2976,3479,540,70,3353,254,3547,3174,3047,9,,,49,90,28,2336,8136,,147,256,13,120,6763,56.0,toro,valle del cauca,valle del cauca,valle del cauca,100,33,valle del cauca,toro,toro,100,,,,,,,,,,,,,False
1033,VALLE DEL CAUCA-TRUJILLO,2018,Colombia,VALLE DEL CAUCA,TRUJILLO,16688,8389,8299,,645,121,2354,14012,1550,11697,1246,1566,6712,6167,959,121,6691,217,7351,6233,5979,77,,,134,1690,1620,4543,16028,,3329,5888,325,464,14365,5654,7879,3771,4108,,18,65,1327,6846,558,5859,446,547,2870,3166,699,101,3243,166,3419,2865,2713,3,,,22,103,33,2062,7621,,246,326,13,45,5912,95.0,trujillo,valle del cauca,valle del cauca,valle del cauca,100,34,valle del cauca,trujillo,trujillo,100,,,,,,,,,,,,,False
1034,VALLE DEL CAUCA-TULUA,2018,Colombia,VALLE DEL CAUCA,TULUA,187159,88695,98464,,499,8548,14156,167201,8062,143857,5696,9489,50699,80811,30894,3092,78159,5487,77888,70421,65665,117,,,533,2730,2657,28577,178042,,4797,8580,226,1510,78884,8235,155925,72636,83289,,175,8046,11819,140510,5790,121555,4011,7249,39638,67838,28451,2894,65192,4714,65101,57879,53536,82,,,256,298,332,21562,147774,,776,871,162,706,56417,942.0,tulua,valle del cauca,valle del cauca,valle del cauca,100,35,valle del cauca,tulua,tulua,100,,,,,,,,,,,,,False
1035,VALLE DEL CAUCA-ULLOA,2018,Colombia,VALLE DEL CAUCA,ULLOA,4844,2512,2332,,3,12,526,4123,432,3508,337,394,1846,1934,337,38,1958,143,2009,1853,1831,1,,,22,508,346,1317,4741,,349,1587,2,50,4183,1057,2251,1143,1108,,1,7,245,1968,171,1708,129,135,787,956,229,29,924,64,939,776,767,1,,,10,10,4,560,2183,,87,34,2,21,1720,5.0,ulloa,valle del cauca,valle del cauca,valle del cauca,100,36,valle del cauca,ulloa,ulloa,100,,,,,,,,,,,,,False
1036,VALLE DEL CAUCA-VERSALLES,2018,Colombia,VALLE DEL CAUCA,VERSALLES,6233,3082,3151,,134,20,442,5325,532,4587,416,567,2539,2323,353,61,2314,75,2970,3011,2993,8,,,23,632,894,1934,6211,,1103,2031,21,54,5683,2787,3271,1532,1739,,0,13,289,2936,171,2589,144,198,1159,1384,303,58,1357,65,1464,1360,1349,2,,,8,13,15,996,3256,,25,38,10,12,2758,35.0,versalles,valle del cauca,valle del cauca,valle del cauca,100,37,valle del cauca,versalles,versalles,100,,,,,,,,,,,,,False
1037,VALLE DEL CAUCA-VIJES,2018,Colombia,VALLE DEL CAUCA,VIJES,10766,5437,5329,,149,167,1347,9427,662,8083,510,559,3584,4703,1153,71,4262,332,4689,4780,4729,8,,,63,904,1056,2483,10670,,845,2686,19,158,7591,3144,7583,3749,3834,,4,132,918,6794,307,5828,208,316,2132,3521,1051,64,2981,293,3237,2729,2688,1,,,22,31,23,1440,7493,,51,109,2,57,4488,76.0,vijes,valle del cauca,valle del cauca,valle del cauca,100,38,valle del cauca,vijes,vijes,100,,,,,,,,,,,,,False
1038,VALLE DEL CAUCA-YOTOCO,2018,Colombia,VALLE DEL CAUCA,YOTOCO,15325,7665,7660,,141,151,2044,13540,879,11524,710,936,5160,6554,1667,78,6248,582,6548,5991,5876,29,,,57,1584,1472,3591,15156,,1616,4902,110,172,10903,4567,8268,4020,4248,,45,130,1206,7433,371,6394,296,432,2268,3783,1239,62,3299,423,3545,2931,2878,7,,,11,51,14,1618,8189,,52,156,17,17,4826,41.0,yotoco,valle del cauca,valle del cauca,valle del cauca,100,39,valle del cauca,yotoco,yotoco,100,,,,,,,,,,,,,False
1039,VALLE DEL CAUCA-YUMBO,2018,Colombia,VALLE DEL CAUCA,YUMBO,95040,46002,49038,,443,3168,5776,84594,4021,72756,2703,4475,24590,45206,13191,946,41103,3733,37043,37086,35662,42,,,223,3698,1287,15708,92397,,3773,8470,101,557,44229,3068,84567,40673,43894,,142,2932,5265,75342,3398,64724,2196,3835,21422,40694,11821,783,36338,3271,33276,30203,29152,35,,,102,267,345,12018,82570,,1020,790,82,289,35998,1030.0,yumbo,valle del cauca,valle del cauca,valle del cauca,100,40,valle del cauca,yumbo,yumbo,100,,,,,,,,,,,,,False
1040,VALLE DEL CAUCA-ZARZAL,2018,Colombia,VALLE DEL CAUCA,ZARZAL,39343,18660,20683,,96,6442,3656,34509,2198,29557,1652,2253,10641,17596,5663,469,14755,1521,17674,15417,14161,23,,,156,687,571,8485,37557,,978,1833,42,380,23806,1489,29759,13987,15772,,53,4268,2695,26220,1536,22483,1126,1584,7794,13344,4545,423,11194,1182,13269,11261,10308,7,,,62,58,80,5975,28424,,156,148,11,150,16763,204.0,zarzal,valle del cauca,valle del cauca,valle del cauca,100,41,valle del cauca,zarzal,zarzal,100,,,,,,,,,,,,,False
1041,ARAUCA-ARAUCA,2018,Colombia,ARAUCA,ARAUCA,75735,37805,37930,,1265,4400,3709,64346,3988,52314,2657,4795,21362,28644,11699,1723,26418,6126,28339,26614,24573,907,,,1358,5621,4876,15810,70706,,18728,20845,3414,4956,56082,17941,65986,32434,33552,,454,3345,3435,56557,3039,46245,1969,3826,17404,25310,11253,1687,23109,5732,24375,23391,21708,407,,,617,2924,2181,13105,62084,,9329,11330,1502,2338,46577,8440.0,arauca,arauca,arauca,arauca,100,0,arauca,arauca,arauca,100,,,,,,,,,,,,,False
1042,ARAUCA-ARAUQUITA,2018,Colombia,ARAUCA,ARAUQUITA,45268,23746,21522,,1131,2989,3840,36274,4074,28066,2963,4298,17658,15233,2814,291,15708,1634,18168,15736,14613,1991,,,2005,8602,7273,12197,41963,,22503,29685,6740,6803,42118,24999,13210,6490,6720,,86,915,1092,10875,857,8545,596,945,4262,4832,1520,168,4650,752,4885,4332,4063,160,,,554,736,686,3382,12215,,2043,2520,536,1943,11747,2289.0,arauquita,arauca,arauca,arauca,100,1,arauca,arauquita,arauquita,100,,,,,,,,,,,,,False
1043,ARAUCA-CRAVO NORTE,2018,Colombia,ARAUCA,CRAVO NORTE,3644,1904,1740,,48,50,221,2984,311,2421,231,370,1375,1194,316,26,911,151,1892,1428,1382,83,,,343,403,366,936,3554,,1095,1217,260,1011,2998,1065,2672,1334,1338,,40,49,199,2225,190,1756,139,253,915,932,278,23,659,139,1344,1022,978,23,,,51,73,40,610,2584,,138,250,78,169,2054,120.0,cravo norte,arauca,arauca,arauca,100,2,arauca,cravo norte,cravo norte,100,,,,,,,,,,,,,False
1044,ARAUCA-FORTUL,2018,Colombia,ARAUCA,FORTUL,17492,8803,8689,,885,292,1407,14124,1540,10894,991,1721,6914,5842,1050,127,5425,993,7247,6639,5964,565,,,314,3143,1958,4882,15981,,4924,10937,2075,1099,16451,7057,9271,4504,4767,,120,169,853,7594,675,5908,402,785,3184,3369,800,94,3146,640,3456,3820,3277,128,,,91,1174,90,2685,8377,,445,3709,382,224,8462,215.0,fortul,arauca,arauca,arauca,100,3,arauca,fortul,fortul,100,,,,,,,,,,,,,False
1045,ARAUCA-PUERTO RONDON,2018,Colombia,ARAUCA,PUERTO RONDON,4169,2161,2008,,127,28,99,3373,366,2683,228,413,1550,1310,430,31,1548,147,1596,1656,1609,107,,,202,513,605,1185,4035,,1383,1711,316,624,4025,2011,2939,1469,1470,,13,26,49,2417,193,1906,115,232,974,994,376,30,1046,126,1130,1147,1125,9,,,20,144,231,813,2874,,254,500,19,58,2803,784.0,puerto rondon,arauca,arauca,arauca,100,4,arauca,puerto rondon,puerto rondon,100,,,,,,,,,,,,,False
1046,ARAUCA-SARAVENA,2018,Colombia,ARAUCA,SARAVENA,52884,26254,26630,,1564,1101,5125,43669,3834,34872,2589,4689,18165,19108,4774,659,19322,2825,19953,20381,18417,743,,,745,7189,3499,14952,47923,,6782,23446,2503,2478,46264,11797,40326,19531,20795,,340,734,3204,33823,2306,27088,1471,2960,12814,15327,4312,628,14999,2541,14461,15610,14232,67,,,287,3653,119,11338,37183,,336,11475,179,869,34256,349.0,saravena,arauca,arauca,arauca,100,5,arauca,saravena,saravena,100,,,,,,,,,,,,,False
1047,ARAUCA-TAME,2018,Colombia,ARAUCA,TAME,40311,20387,19924,,1553,1134,2788,33332,2596,26337,1585,2885,13914,14820,3748,492,13145,1882,16636,15206,14285,1113,,,997,4655,4179,11043,37773,,12672,16319,3985,3384,36771,14686,25743,12595,13148,,173,768,1833,21607,1358,17359,805,1583,7540,10086,3232,451,8386,1583,10452,10024,9574,55,,,172,624,237,7008,24687,,572,1990,162,520,22462,662.0,tame,arauca,arauca,arauca,100,6,arauca,tame,tame,100,,,,,,,,,,,,,False
1048,CASANARE-YOPAL,2018,Colombia,CASANARE,YOPAL,156942,77972,78970,,526,2924,7688,134894,7144,111783,3948,8399,39763,61880,27146,4548,62926,12037,51825,62720,57923,313,,,1111,8278,4589,30770,147246,,17612,26363,799,3350,90809,14117,133345,64994,68351,,405,2151,6051,115179,5354,95407,2696,6403,30664,53275,25403,4352,55387,10667,42649,54016,49424,87,,,518,3512,793,24278,125688,,4458,11161,146,1581,70129,2221.0,yopal,casanare,casanare,casanare,100,0,casanare,yopal,yopal,100,,,,,,,,,,,,,False
1049,CASANARE-AGUAZUL,2018,Colombia,CASANARE,AGUAZUL,33440,16813,16627,,48,290,2187,28254,2259,22954,1711,2441,10334,13100,3982,535,13089,2538,11739,14233,13471,51,,,445,2666,2314,8350,32190,,6821,7847,129,1303,22985,6684,24416,11972,12444,,37,277,1255,20741,1511,16914,1103,1728,6586,9907,3443,487,9501,2191,8226,10170,9661,17,,,121,105,67,5613,23529,,241,320,48,338,14899,195.0,aguazul,casanare,casanare,casanare,100,1,casanare,aguazul,aguazul,100,,,,,,,,,,,,,False
1050,CASANARE-CHAMEZA,2018,Colombia,CASANARE,CHAMEZA,2009,1043,966,,0,5,216,1649,168,1359,121,170,716,735,172,21,638,60,906,905,874,12,,,107,233,231,571,1878,,731,752,40,340,1746,756,1265,627,638,,0,5,173,1037,95,843,66,94,354,498,162,21,441,54,483,548,521,1,,,9,9,5,343,1146,,17,19,1,15,1002,17.0,chameza,casanare,casanare,casanare,100,2,casanare,chameza,chameza,100,,,,,,,,,,,,,False
1051,CASANARE-HATO COROZAL,2018,Colombia,CASANARE,HATO COROZAL,11431,6004,5427,,1857,51,884,9313,806,7151,475,828,4549,4166,546,58,2543,641,5325,4298,4099,492,,,950,1883,1808,2782,10433,,5133,6605,1884,3234,9783,6359,4971,2523,2448,,20,31,404,4193,287,3279,163,315,1731,2006,365,40,1034,546,2317,1930,1822,24,,,126,181,109,1165,4723,,290,583,68,397,3996,340.0,hato corozal,casanare,casanare,casanare,100,3,casanare,hato corozal,hato corozal,100,,,,,,,,,,,,,False
1052,CASANARE-LA SALINA,2018,Colombia,CASANARE,LA SALINA,1227,661,566,,66,7,135,1002,86,751,71,106,418,438,100,21,290,32,605,484,474,14,,,13,179,192,325,1159,,534,590,41,59,1064,624,604,320,284,,2,7,35,517,13,394,6,25,119,277,84,21,173,23,235,208,199,0,,,0,6,6,138,537,,16,14,0,0,447,18.0,la salina,casanare,casanare,casanare,100,4,casanare,la salina,la salina,100,,,,,,,,,,,,,False
1053,CASANARE-MANI,2018,Colombia,CASANARE,MANI,13291,6909,6382,,92,190,712,11026,929,9011,552,890,4630,5122,1188,148,4597,838,4887,5088,4774,38,,,292,1078,1062,3257,12305,,5617,3293,96,848,10510,3212,9808,4920,4888,,63,119,476,8085,670,6609,355,636,3055,3949,1013,127,3630,501,3575,3549,3273,9,,,50,93,50,2218,9187,,2502,330,23,180,7359,162.0,mani,casanare,casanare,casanare,100,5,casanare,mani,mani,100,,,,,,,,,,,,,False
1054,CASANARE-MONTERREY,2018,Colombia,CASANARE,MONTERREY,14828,7370,7458,,24,153,1286,12611,933,10321,623,1033,4831,5829,1601,227,4484,1877,5784,6875,6534,25,,,178,1137,956,3848,14468,,1421,3313,49,495,11756,2698,10909,5215,5694,,20,135,946,9347,603,7634,374,718,3208,4425,1367,212,3139,1602,4182,4419,4151,4,,,74,138,47,2565,10613,,108,448,9,230,8010,146.0,monterrey,casanare,casanare,casanare,100,6,casanare,monterrey,monterrey,100,,,,,,,,,,,,,False
1055,CASANARE-NUNCHIA,2018,Colombia,CASANARE,NUNCHIA,8469,4586,3883,,6,18,854,6881,845,5556,628,755,3770,2732,370,55,2267,637,3989,2942,2824,457,,,556,1775,1641,2339,8120,,4524,6255,1639,1808,8078,5766,1789,922,867,,5,17,140,1517,95,1256,65,110,522,710,226,40,554,149,747,679,620,4,,,21,62,16,499,1611,,32,230,11,69,1587,55.0,nunchia,casanare,casanare,casanare,100,7,casanare,nunchia,nunchia,100,,,,,,,,,,,,,False
1056,CASANARE-OROCUE,2018,Colombia,CASANARE,OROCUE,8142,4188,3954,,2277,154,469,6661,685,5024,449,635,3026,2951,689,68,1937,466,3868,2752,2401,85,,,187,592,594,2008,6405,,2374,2610,339,801,7522,2630,5237,2646,2591,,297,137,345,4399,369,3345,251,323,1767,2070,556,60,1601,396,2117,1965,1908,1,,,43,12,23,1371,5046,,28,26,1,153,4760,75.0,orocue,casanare,casanare,casanare,100,8,casanare,orocue,orocue,100,,,,,,,,,,,,,False
1057,CASANARE-PAZ DE ARIPORO,2018,Colombia,CASANARE,PAZ DE ARIPORO,34446,17481,16965,,1292,284,1573,28657,2204,22864,1287,2459,12814,12633,2583,317,12025,1764,13059,12292,11949,505,,,1361,3363,2993,8879,33167,,7856,11812,1935,4686,30879,10374,24210,11866,12344,,32,278,1149,20434,1305,16433,732,1503,7796,9851,2251,286,8309,1620,8969,8662,8361,16,,,136,501,144,6063,23193,,925,1819,62,472,21019,437.0,paz ariporo,casanare,casanare,casanare,100,9,casanare,paz ariporo,paz ariporo,100,,,,,,,,,,,,,False
1058,CASANARE-PORE,2018,Colombia,CASANARE,PORE,10675,5495,5180,,6,60,1337,8922,673,7062,435,726,4285,3862,627,67,3200,364,5000,3926,3511,234,,,301,1221,1218,2843,9749,,2902,4208,771,957,9229,4213,6578,3288,3290,,5,47,862,5523,369,4376,215,414,2343,2528,521,64,2006,297,2960,2408,2068,9,,,65,58,51,1662,5858,,83,183,24,215,5155,169.0,pore,casanare,casanare,casanare,100,10,casanare,pore,pore,100,,,,,,,,,,,,,False
1059,CASANARE-RECETOR,2018,Colombia,CASANARE,RECETOR,1247,694,553,,0,2,362,1053,96,880,74,109,474,432,115,13,377,15,646,603,583,83,,,58,329,316,421,1195,,938,891,186,103,1175,848,282,145,137,,0,0,43,234,19,189,15,22,52,119,50,9,98,6,115,99,90,2,,,4,20,9,71,244,,49,59,9,11,215,24.0,recetor,casanare,casanare,casanare,100,11,casanare,recetor,recetor,100,,,,,,,,,,,,,False
1060,CASANARE-SABANALARGA,2018,Colombia,CASANARE,SABANALARGA,3046,1547,1499,,0,16,146,2583,252,2133,172,265,1185,1084,256,42,941,180,1424,1514,1483,2,,,27,344,324,933,2966,,823,972,9,61,2690,920,1602,768,834,,0,6,117,1350,138,1126,86,140,485,623,196,35,472,149,726,674,648,2,,,9,16,12,447,1572,,9,46,9,16,1303,40.0,sabanalarga,casanare,casanare,casanare,100,12,casanare,sabanalarga,sabanalarga,100,,,,,,,,,,,,,False
1061,CASANARE-SACAMA,2018,Colombia,CASANARE,SACAMA,1675,862,813,,280,2,108,1391,118,1121,77,125,607,576,177,23,637,41,677,690,637,64,,,97,216,228,482,1408,,565,813,306,375,1559,843,857,425,432,,11,2,35,739,33,600,22,38,249,336,130,18,296,27,376,414,409,1,,,5,6,10,265,849,,13,14,1,6,744,25.0,sacama,casanare,casanare,casanare,100,13,casanare,sacama,sacama,100,,,,,,,,,,,,,False
1062,CASANARE-SAN LUIS DE PALENQUE,2018,Colombia,CASANARE,SAN LUIS DE PALENQUE,7537,3931,3606,,11,51,194,6369,478,5089,285,450,3273,2604,459,50,2506,101,3369,2622,2584,71,,,291,1330,1329,2049,7377,,3562,4668,236,1001,7070,4672,2871,1406,1465,,10,34,98,2456,134,1911,70,128,904,1171,337,43,1141,51,1002,969,938,3,,,9,14,12,734,2722,,31,29,3,20,2443,27.0,san luis palenque,casanare,casanare,casanare,100,14,casanare,san luis palenque,san luis palenque,100,,,,,,,,,,,,,False
1063,CASANARE-TAMARA,2018,Colombia,CASANARE,TAMARA,6317,3367,2950,,184,52,390,5257,471,4022,342,491,2984,1947,279,35,2079,195,2559,3057,2935,311,,,931,1548,1575,1935,5953,,4411,4599,929,2662,5804,4644,1557,763,794,,11,34,110,1339,80,1042,43,86,439,659,203,25,502,57,631,665,629,6,,,30,46,35,386,1400,,66,152,13,88,1231,106.0,tamara,casanare,casanare,casanare,100,15,casanare,tamara,tamara,100,,,,,,,,,,,,,False
1064,CASANARE-TAURAMENA,2018,Colombia,CASANARE,TAURAMENA,21709,11115,10594,,45,455,674,18199,1182,14618,754,1266,6928,8851,2028,279,7413,1550,8212,7853,7632,48,,,196,1873,1345,5476,20915,,3551,6429,150,644,17913,4628,14101,6906,7195,,24,223,439,12101,675,9687,394,787,4026,6052,1647,240,4720,1208,5386,5088,4926,2,,,45,178,70,3444,13816,,75,590,6,141,10979,187.0,tauramena,casanare,casanare,casanare,100,16,casanare,tauramena,tauramena,100,,,,,,,,,,,,,False
1065,CASANARE-TRINIDAD,2018,Colombia,CASANARE,TRINIDAD,11734,5950,5784,,16,49,373,9774,794,7598,487,819,4737,4323,622,83,3988,609,4555,3905,3812,145,,,457,1239,1247,2940,11385,,4342,4685,552,1625,10756,4670,6764,3293,3471,,16,35,269,5739,412,4495,265,469,2369,2727,516,71,2427,445,2562,2286,2225,9,,,37,63,46,1651,6606,,67,237,17,122,5933,131.0,trinidad,casanare,casanare,casanare,100,17,casanare,trinidad,trinidad,100,,,,,,,,,,,,,False
1066,CASANARE-VILLANUEVA,2018,Colombia,CASANARE,VILLANUEVA,31727,16032,15695,,163,1326,1599,27062,1930,22011,1139,1879,10462,13109,3133,310,13923,1512,10524,12024,10677,129,,,273,3044,1388,8535,29509,,5747,10066,324,792,26695,4282,24848,12397,12451,,128,1201,1375,21426,1285,17455,727,1345,7706,10475,2803,293,11173,1223,7953,9042,7778,15,,,56,1007,149,6448,22747,,2249,3527,23,165,20045,453.0,villanueva,casanare,casanare,casanare,100,18,casanare,villanueva,villanueva,100,,,,,,,,,,,,,False
1067,PUTUMAYO-MOCOA,2018,Colombia,PUTUMAYO,MOCOA,48422,23870,24552,,7311,1765,3885,42090,2301,35060,1549,2316,13646,18219,8370,1743,18016,2882,19240,18576,16645,202,,,724,4401,3194,11580,44468,,4269,14475,645,2093,35233,10069,35456,17398,18058,,4339,1071,2478,31174,1344,26245,839,1459,8752,13474,7153,1603,13801,2059,13658,13498,11833,48,,,115,1239,953,7999,32373,,895,4111,138,293,23706,2958.0,mocoa,putumayo,putumayo,putumayo,100,0,putumayo,mocoa,mocoa,100,PUTUMAYO,MOCOA,1.1466295,-76.6482327,"Mocoa, Putumayo, RAP Amazonía, 860001, Colombia",mocoa,putumayo,0.0,1.0,846654806.58,215.60126354,692.668742221,True
1068,PUTUMAYO-COLON,2018,Colombia,PUTUMAYO,COLON,5204,2491,2713,,1564,56,1176,4462,272,3695,225,200,1729,2035,679,81,1887,198,2243,2029,1896,16,,,20,154,344,1286,4758,,205,506,48,47,4054,1086,3274,1542,1732,,784,53,771,2844,152,2377,118,106,1012,1297,513,63,1182,148,1411,1341,1260,7,,,7,17,115,797,3067,,20,34,17,19,2352,297.0,colon,putumayo,putumayo,putumayo,100,1,putumayo,colon,colon,100,PUTUMAYO,COLON,1.1894909,-76.9725122,"Colón, Putumayo, RAP Amazonía, Colombia",colon,putumayo,0.0,1.0,846654806.58,215.60126354,692.668742221,True
